"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 08:00","2021","09","16","08:00","6.9","","2.8","","75","","0.0","","28","","46","","16.1","","94.06","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 09:00","2021","09","16","09:00","7.2","","2.9","","74","","0.0","","28","","45","","16.1","","94.13","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 10:00","2021","09","16","10:00","7.8","","3.4","","73","","0.0","","30","","39","","16.1","","94.19","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 11:00","2021","09","16","11:00","8.3","","2.8","","68","","0.0","","30","","37","","16.1","","94.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 12:00","2021","09","16","12:00","8.6","","2.6","","66","","0.0","","30","","35","","16.1","","94.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 13:00","2021","09","16","13:00","9.4","","2.5","","62","","0.0","","31","","22","","16.1","","94.35","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 14:00","2021","09","16","14:00","10.4","","2.2","","57","","0.0","","30","","26","","16.1","","94.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 15:00","2021","09","16","15:00","10.6","","2.6","","58","","0.0","","30","","17","","16.1","","94.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 16:00","2021","09","16","16:00","12.5","","0.9","","45","","0.0","","29","","32","","16.1","","94.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 17:00","2021","09","16","17:00","12.2","","1.7","","49","","0.0","","28","","28","","16.1","","94.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 18:00","2021","09","16","18:00","11.6","","1.9","","51","","0.0","","28","","22","","16.1","","94.43","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 19:00","2021","09","16","19:00","8.6","","2.2","","64","","0.0","","24","","11","","16.1","","94.45","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 20:00","2021","09","16","20:00","7.6","","2.2","","68","","0.0","","25","","8","","16.1","","94.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 21:00","2021","09","16","21:00","7.8","","1.7","","65","","0.0","","23","","11","","16.1","","94.44","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 22:00","2021","09","16","22:00","5.5","","2.0","","78","","0.0","","15","","5","","16.1","","94.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-16 23:00","2021","09","16","23:00","4.8","","2.0","","82","","0.0","","","M","4","","16.1","","94.40","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 00:00","2021","09","17","00:00","2.1","","0.9","","92","","0.0","","4","","8","","16.1","","94.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 01:00","2021","09","17","01:00","1.8","","-0.1","","87","","0.0","","12","","11","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 02:00","2021","09","17","02:00","1.5","","0.3","","92","","0.0","","9","","11","","16.1","","94.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 03:00","2021","09","17","03:00","-0.2","","-0.9","","95","","0.0","","10","","11","","16.1","","94.24","","","","-4","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 04:00","2021","09","17","04:00","-0.1","","-0.7","","96","","0.0","","11","","13","","16.1","","94.18","","","","-4","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 05:00","2021","09","17","05:00","0.4","","-0.3","","95","","0.0","","11","","9","","16.1","","94.11","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 06:00","2021","09","17","06:00","0.7","","-0.2","","94","","0.0","","8","","15","","16.1","","94.02","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 07:00","2021","09","17","07:00","1.1","","0.2","","94","","0.0","","9","","13","","16.1","","93.95","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 08:00","2021","09","17","08:00","2.3","","0.8","","90","","0.0","","7","","17","","16.1","","93.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 09:00","2021","09","17","09:00","3.8","","1.5","","85","","0.0","","8","","15","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 10:00","2021","09","17","10:00","6.0","","1.9","","75","","0.0","","9","","18","","16.1","","93.70","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 11:00","2021","09","17","11:00","9.3","","2.0","","60","","0.0","","9","","17","","16.1","","93.62","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 12:00","2021","09","17","12:00","10.7","","2.2","","56","","0.0","","12","","22","","16.1","","93.53","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 13:00","2021","09","17","13:00","11.3","","1.7","","51","","0.0","","13","","26","","16.1","","93.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 14:00","2021","09","17","14:00","12.1","","2.4","","51","","0.0","","13","","21","","16.1","","93.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 15:00","2021","09","17","15:00","13.3","","2.4","","47","","0.0","","11","","21","","16.1","","93.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 16:00","2021","09","17","16:00","13.6","","3.3","","50","","0.0","","13","","9","","16.1","","93.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 17:00","2021","09","17","17:00","13.7","","3.9","","51","","0.0","","9","","8","","16.1","","93.24","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 18:00","2021","09","17","18:00","12.9","","2.6","","50","","0.0","","9","","9","","16.1","","93.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 19:00","2021","09","17","19:00","11.1","","3.0","","57","","0.0","","10","","11","","16.1","","93.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 20:00","2021","09","17","20:00","9.3","","3.3","","66","","0.0","","9","","5","","16.1","","93.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 21:00","2021","09","17","21:00","10.3","","3.0","","60","","0.0","","9","","9","","16.1","","93.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 22:00","2021","09","17","22:00","8.3","","3.9","","74","","0.0","","12","","11","","16.1","","93.00","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-17 23:00","2021","09","17","23:00","7.6","","3.5","","75","","0.0","","10","","8","","16.1","","92.94","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 00:00","2021","09","18","00:00","7.4","","3.7","","77","","0.0","","12","","13","","16.1","","92.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 01:00","2021","09","18","01:00","7.2","","3.8","","79","","0.0","","11","","11","","16.1","","92.90","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 02:00","2021","09","18","02:00","7.1","","3.9","","80","","0.0","","13","","13","","16.1","","92.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 03:00","2021","09","18","03:00","7.0","","4.3","","83","","0.0","","14","","9","","16.1","","92.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 04:00","2021","09","18","04:00","6.9","","4.2","","83","","0.0","","13","","9","","16.1","","92.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 05:00","2021","09","18","05:00","6.9","","4.2","","83","","0.0","","13","","9","","16.1","","92.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 06:00","2021","09","18","06:00","7.0","","4.3","","83","","0.0","","14","","5","","16.1","","92.67","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 07:00","2021","09","18","07:00","7.2","","4.5","","83","","0.0","","14","","8","","16.1","","92.69","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 08:00","2021","09","18","08:00","8.3","","4.1","","75","","0.0","","12","","15","","16.1","","92.65","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 09:00","2021","09","18","09:00","8.8","","4.9","","76","","0.0","","12","","13","","16.1","","92.64","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 10:00","2021","09","18","10:00","9.5","","5.1","","74","","0.0","","","","0","","16.1","","92.69","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 11:00","2021","09","18","11:00","9.5","","5.0","","73","","0.0","","","","0","","16.1","","92.73","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 12:00","2021","09","18","12:00","10.0","","5.7","","74","","0.0","","30","","5","","16.1","","92.73","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 13:00","2021","09","18","13:00","12.2","","8.2","","76","","0.0","","31","","8","","16.1","","92.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 14:00","2021","09","18","14:00","13.2","","8.1","","71","","0.0","","31","","11","","16.1","","92.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 15:00","2021","09","18","15:00","13.2","","9.0","","75","","0.0","","31","","13","","16.1","","92.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 16:00","2021","09","18","16:00","13.8","","8.2","","69","","0.0","","31","","11","","16.1","","92.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 17:00","2021","09","18","17:00","13.2","","7.7","","69","","0.0","","28","","24","","16.1","","92.94","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 18:00","2021","09","18","18:00","12.8","","7.9","","72","","0.0","","29","","18","","16.1","","92.96","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 19:00","2021","09","18","19:00","11.3","","8.1","","81","","0.0","","28","","17","","16.1","","92.98","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 20:00","2021","09","18","20:00","9.9","","7.1","","83","","0.0","","25","","13","","16.1","","93.06","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 21:00","2021","09","18","21:00","9.3","","6.9","","85","","0.0","","24","","11","","16.1","","93.12","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 22:00","2021","09","18","22:00","9.1","","6.9","","86","","0.0","","24","","8","","16.1","","93.13","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-18 23:00","2021","09","18","23:00","8.4","","6.7","","89","","0.0","","25","","11","","16.1","","93.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 00:00","2021","09","19","00:00","7.9","","6.7","","92","","0.0","","27","","13","","16.1","","93.19","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 01:00","2021","09","19","01:00","7.9","","5.2","","83","","0.0","","25","","15","","16.1","","93.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 02:00","2021","09","19","02:00","6.3","","4.8","","90","","0.0","","23","","8","","16.1","","93.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 03:00","2021","09","19","03:00","6.1","","4.3","","88","","0.0","","26","","8","","16.1","","93.28","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 04:00","2021","09","19","04:00","7.3","","4.5","","82","","0.0","","28","","15","","16.1","","93.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 05:00","2021","09","19","05:00","5.0","","3.8","","92","","0.0","","25","","8","","16.1","","93.37","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 06:00","2021","09","19","06:00","8.2","","5.0","","80","","0.0","","28","","18","","16.1","","93.40","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 07:00","2021","09","19","07:00","8.0","","5.0","","81","","0.0","","28","","17","","16.1","","93.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 08:00","2021","09","19","08:00","7.5","","5.8","","89","","0.0","","26","","18","","14.5","","93.45","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 09:00","2021","09","19","09:00","7.6","","6.5","","93","","0.0","","27","","21","","16.1","","93.50","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 10:00","2021","09","19","10:00","7.9","","6.5","","91","","0.0","","26","","24","","16.1","","93.56","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 11:00","2021","09","19","11:00","8.1","","6.1","","87","","0.2","","25","","21","","16.1","","93.61","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 12:00","2021","09","19","12:00","8.6","","6.0","","84","","0.0","","26","","26","","16.1","","93.68","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 13:00","2021","09","19","13:00","9.0","","6.0","","81","","0.0","","26","","24","","16.1","","93.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 14:00","2021","09","19","14:00","9.8","","6.1","","78","","0.0","","26","","26","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 15:00","2021","09","19","15:00","10.1","","6.2","","77","","0.0","","27","","24","","16.1","","93.91","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 16:00","2021","09","19","16:00","10.3","","6.2","","76","","0.0","","27","","24","","16.1","","93.96","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 17:00","2021","09","19","17:00","10.8","","6.0","","72","","0.0","","28","","17","","16.1","","93.99","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 18:00","2021","09","19","18:00","9.6","","5.8","","77","","0.0","","25","","9","","16.1","","94.02","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 19:00","2021","09","19","19:00","6.5","","5.0","","90","","0.0","","22","","4","","16.1","","94.07","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 20:00","2021","09","19","20:00","5.4","","4.6","","94","","0.0","","16","","5","","16.1","","94.13","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 21:00","2021","09","19","21:00","6.0","","4.7","","91","","0.0","","","M","4","","16.1","","94.19","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 22:00","2021","09","19","22:00","6.0","","3.9","","86","","0.0","","","","0","","16.1","","94.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-19 23:00","2021","09","19","23:00","4.6","","3.2","","90","","0.0","","","","0","","16.1","","94.26","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 00:00","2021","09","20","00:00","5.0","","3.8","","92","","0.0","","","M","5","","16.1","","94.32","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 01:00","2021","09","20","01:00","4.6","","3.6","","93","","0.0","","12","","5","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 02:00","2021","09","20","02:00","5.4","","4.3","","93","","0.0","","13","","9","","16.1","","94.38","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 03:00","2021","09","20","03:00","3.9","","3.5","","98","","0.0","","14","","5","","16.1","","94.42","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 04:00","2021","09","20","04:00","4.0","","3.4","","96","","0.0","","30","","5","","16.1","","94.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 05:00","2021","09","20","05:00","3.2","","2.8","","97","","0.0","","","M","4","","16.1","","94.53","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 06:00","2021","09","20","06:00","4.5","","3.6","","94","","0.0","","","M","4","","16.1","","94.58","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 07:00","2021","09","20","07:00","7.9","","5.4","","84","","0.0","","26","","5","","16.1","","94.66","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 08:00","2021","09","20","08:00","8.3","","5.4","","82","","0.0","","27","","9","","16.1","","94.72","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 09:00","2021","09","20","09:00","9.0","","5.5","","79","","0.0","","27","","13","","16.1","","94.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 10:00","2021","09","20","10:00","10.8","","5.8","","71","","0.0","","28","","13","","16.1","","94.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 11:00","2021","09","20","11:00","12.2","","6.6","","68","","0.0","","27","","18","","16.1","","94.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 12:00","2021","09","20","12:00","12.8","","6.5","","65","","0.0","","30","","15","","16.1","","94.85","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 13:00","2021","09","20","13:00","12.8","","7.4","","69","","0.0","","30","","15","","16.1","","94.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 14:00","2021","09","20","14:00","13.1","","7.7","","70","","0.0","","28","","13","","16.1","","94.92","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 15:00","2021","09","20","15:00","13.7","","6.4","","61","","0.0","","28","","21","","16.1","","94.93","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 16:00","2021","09","20","16:00","14.8","","6.2","","56","","0.0","","27","","21","","16.1","","94.91","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 17:00","2021","09","20","17:00","13.9","","6.2","","60","","0.0","","26","","11","","16.1","","94.91","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 18:00","2021","09","20","18:00","13.3","","6.0","","61","","0.0","","22","","4","","16.1","","94.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 19:00","2021","09","20","19:00","10.6","","6.4","","75","","0.0","","18","","9","","16.1","","94.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 20:00","2021","09","20","20:00","8.8","","5.4","","79","","0.0","","19","","8","","16.1","","94.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 21:00","2021","09","20","21:00","6.7","","4.8","","88","","0.0","","19","","4","","16.1","","94.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 22:00","2021","09","20","22:00","5.2","","4.2","","93","","0.0","","","","0","","16.1","","94.87","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-20 23:00","2021","09","20","23:00","4.3","","3.0","","91","","0.0","","11","","5","","16.1","","94.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 00:00","2021","09","21","00:00","3.3","","2.3","","93","","0.0","","","","0","","16.1","","94.79","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 01:00","2021","09","21","01:00","4.8","","3.5","","91","","0.0","","11","","9","","16.1","","94.77","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 02:00","2021","09","21","02:00","4.3","","3.3","","93","","0.0","","11","","8","","16.1","","94.73","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 03:00","2021","09","21","03:00","4.4","","3.4","","93","","0.0","","10","","9","","16.1","","94.68","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 04:00","2021","09","21","04:00","4.8","","3.7","","93","","0.0","","10","","9","","16.1","","94.62","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 05:00","2021","09","21","05:00","5.0","","4.0","","93","","0.0","","10","","11","","16.1","","94.56","","","","","","Rain"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 06:00","2021","09","21","06:00","4.8","","3.8","","93","","0.0","","9","","13","","16.1","","94.45","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 07:00","2021","09","21","07:00","5.2","","4.0","","92","","0.0","","11","","11","","16.1","","94.45","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 08:00","2021","09","21","08:00","5.8","","4.3","","90","","0.0","","7","","8","","16.1","","94.41","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 09:00","2021","09","21","09:00","6.8","","4.8","","87","","0.0","","9","","9","","16.1","","94.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 10:00","2021","09","21","10:00","8.4","","5.5","","82","","0.0","","10","","9","","16.1","","94.46","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 11:00","2021","09","21","11:00","10.9","","7.0","","77","","0.0","","9","","11","","16.1","","94.43","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 12:00","2021","09","21","12:00","14.5","","8.2","","65","","0.0","","","M","4","","16.1","","94.39","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 13:00","2021","09","21","13:00","19.0","","5.8","","42","","0.0","","27","","21","","16.1","","94.34","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 14:00","2021","09","21","14:00","19.8","","6.0","","40","","0.0","","26","","24","","16.1","","94.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 15:00","2021","09","21","15:00","17.2","","9.2","","59","","0.0","","","M","4","","16.1","","94.31","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 16:00","2021","09","21","16:00","16.3","","8.7","","61","","0.0","","36","","9","","16.1","","94.30","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 17:00","2021","09","21","17:00","17.8","","8.7","","55","","0.0","","","","0","","16.1","","94.25","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 18:00","2021","09","21","18:00","14.2","","9.7","","74","","0.0","","18","","5","","16.1","","94.19","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 19:00","2021","09","21","19:00","14.7","","8.5","","66","","0.0","","22","","8","","16.1","","94.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 20:00","2021","09","21","20:00","13.5","","8.4","","71","","0.0","","18","","9","","16.1","","94.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 21:00","2021","09","21","21:00","11.1","","9.4","","89","","0.0","","","","0","","16.1","","94.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 22:00","2021","09","21","22:00","9.4","","7.8","","90","","0.0","","","M","4","","16.1","","94.13","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-21 23:00","2021","09","21","23:00","10.2","","8.4","","88","","0.0","","13","","4","","16.1","","94.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 00:00","2021","09","22","00:00","10.3","","8.4","","88","","0.0","","","","0","","16.1","","94.07","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 01:00","2021","09","22","01:00","9.8","","8.1","","89","","0.0","","14","","5","","16.1","","94.06","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 02:00","2021","09","22","02:00","9.2","","8.0","","92","","0.0","","","M","4","","16.1","","94.07","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 03:00","2021","09","22","03:00","9.4","","7.8","","89","","0.0","","14","","8","","16.1","","94.06","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 04:00","2021","09","22","04:00","9.2","","7.6","","89","","0.0","","","M","4","","16.1","","94.05","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 05:00","2021","09","22","05:00","8.1","","7.4","","95","","0.0","","","","0","","16.1","","94.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 06:00","2021","09","22","06:00","8.3","","7.4","","94","","0.0","","15","","5","","16.1","","94.00","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 07:00","2021","09","22","07:00","8.3","","7.4","","94","","0.0","","","M","4","","16.1","","94.00","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 08:00","2021","09","22","08:00","13.6","","8.3","","70","","0.0","","26","","13","","16.1","","93.98","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 09:00","2021","09","22","09:00","14.2","","8.0","","66","","0.0","","25","","21","","16.1","","94.01","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 10:00","2021","09","22","10:00","14.7","","7.7","","63","","0.0","","25","","24","","16.1","","94.02","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 11:00","2021","09","22","11:00","16.6","","8.4","","58","","0.0","","27","","22","","16.1","","94.00","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 12:00","2021","09","22","12:00","17.4","","7.2","","51","","0.0","","25","","26","","16.1","","93.96","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 13:00","2021","09","22","13:00","15.7","","8.4","","62","","0.0","","29","","17","","16.1","","93.97","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 14:00","2021","09","22","14:00","16.6","","5.4","","47","","0.0","","30","","22","","16.1","","93.98","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 15:00","2021","09","22","15:00","16.3","","6.9","","53","","0.0","","31","","15","","16.1","","93.97","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 16:00","2021","09","22","16:00","16.7","","3.9","","42","","0.0","","29","","24","","16.1","","93.94","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 17:00","2021","09","22","17:00","16.2","","5.0","","47","","0.0","","29","","22","","16.1","","93.97","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 18:00","2021","09","22","18:00","15.4","","3.7","","45","","0.0","","28","","24","","16.1","","93.99","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-22 19:00","2021","09","22","19:00","14.1","","2.4","","45","","0.0","","27","","24","","16.1","","94.03","","","","","","NA"
